customer id,age_group,gender,cheeseburger,bacon burger,chili cheese ,blue cheese mushroom,double cheese,double bacon,crispy chicken,vegan burger,revenue
" 490,526,838,689 ",20 - 29 years,Female,,,,,44.0,,,,44
" 490,634,135,469 ",not specified,Female,,,,24.0,,,,,24
" 490,637,191,979 ",50 - 59 years,Female,78.0,,76.0,,,,,52.0,206
" 490,660,864,398 ",not specified,Female,,80.0,,,,,,,80
" 490,670,989,837 ",not specified,Female,26.0,,,,,,,,26
" 490,676,142,031 ",30 - 39 years,Female,,63.0,,35.0,,,,,97
" 490,719,690,997 ",30 - 39 years,Male,78.0,,,,,,,,78
" 490,764,398,531 ",not specified,Male,,81.0,,,,,,,81
" 490,766,371,669 ",30 - 39 years,Female,25.0,,,,,,,,25
" 490,815,823,508 ",50 - 59 years,Female,76.0,72.0,,,,,,,148
" 490,834,969,849 ",40 - 49 years,Female,30.0,,,,,,,,30
" 490,909,901,697 ",not specified,Female,40.0,58.0,,,,,,,98
" 490,910,888,446 ",not specified,Female,,,,,50.0,,,,50
" 490,953,717,281 ",40 - 49 years,Female,99.0,,,,,,,,99
" 490,972,652,061 ",not specified,Female,40.0,76.0,,,,,,,116
" 490,983,302,365 ",30 - 39 years,Female,,,44.0,,,,,,44
" 490,983,730,407 ",20 - 29 years,Female,8.0,,,,,,,,8
" 490,994,648,820 ",30 - 39 years,Female,,,,,,,,15.0,15
" 491,053,732,295 ",not specified,Female,,,,58.0,,,,,58
" 491,061,615,910 ",not specified,Female,20.0,,,,,,,,20
" 491,084,096,681 ",20 - 29 years,Male,,,,14.0,,,,,14
" 491,148,189,253 ",not specified,Female,28.0,,,,,,,,28
" 491,271,652,082 ",40 - 49 years,Female,,,,30.0,,,,,30
" 491,324,754,744 ",20 - 29 years,Female,,,,,,56.0,,,56
" 491,354,144,240 ",not specified,Male,,,,,80.0,,,,80
" 491,355,366,373 ",20 - 29 years,Female,42.0,,15.0,,,,,,57
" 491,400,578,505 ",less than 20 years,Female,50.0,,,,,,,,50
" 491,526,999,962 ",50 - 59 years,Male,,,,18.0,,,,,18
" 491,542,160,991 ",not specified,Female,32.0,,30.0,,,,,,62
" 491,755,303,170 ",not specified,Female,,,,,,,,51.0,51
" 491,777,311,632 ",not specified,Male,,,,,66.0,,,,66
" 491,796,413,271 ",not specified,Female,28.0,,,,,34.0,,,62
" 491,837,837,975 ",not specified,Female,,36.0,,,,,,,36
" 491,858,833,759 ",40 - 49 years,Female,,95.0,,,,,,,95
" 491,904,254,655 ",30 - 39 years,Female,,,,,13.0,,,,13
" 491,925,360,213 ",not specified,Male,51.0,,,,,,,,51
" 491,933,728,226 ",not specified,Male,80.0,,,,48.0,,,,128
" 491,938,479,887 ",not specified,Male,,,,,,,19.0,,19
" 491,942,789,626 ",50 - 59 years,Female,,78.0,,,,,,,78
" 492,058,390,229 ",not specified,Female,,,,,,,,35.0,35
" 492,090,932,479 ",not specified,Female,30.0,,,,,,,32.0,62
" 492,111,667,765 ",50 - 59 years,Female,,,,,58.0,,,,58
" 492,176,739,515 ",not specified,Female,,,,18.0,,,,,18
" 492,234,803,258 ",40 - 49 years, ,40.0,,,,,,,,40
" 492,251,762,324 ",40 - 49 years,Female,,,,28.0,,,,,28
" 492,270,222,563 ",not specified,Male,56.0,,,,,,,,56
" 492,328,795,136 ",not specified,Male,23.0,,,,,,,,23
" 492,386,069,450 ",20 - 29 years,Female,27.0,,,,,,,,27
" 492,515,868,093 ",not specified,Female,80.0,,,,,,,,80
" 492,539,736,773 ",not specified,Female,,,,25.0,,,,,25
" 492,575,677,276 ",not specified,Female,,,,,,,,21.0,21
" 492,641,001,840 ",not specified,Male,71.0,,,,,,,,71
" 492,669,822,970 ",50 - 59 years,Female,,,,,,,16.0,,16
" 492,726,674,136 ",60 years,Male,65.0,,,,,,,,65
" 492,732,872,327 ",50 - 59 years,Male,,,,24.0,,,,,24
" 492,737,777,626 ",30 - 39 years,Female,,,,31.0,,,,24.0,55
" 492,891,636,754 ",30 - 39 years,Female,,,,,32.0,,,29.0,61
" 492,914,594,166 ",not specified,Female,,,,,,,36.0,,36
" 493,065,563,773 ",60 years,Female,,,,,27.0,,10.0,,37
" 493,146,315,588 ",not specified,Female,90.0,,,,,,,,90
" 493,221,806,375 ",not specified,Female,,,,,24.0,,,,24
" 493,233,634,497 ",40 - 49 years,Female,,,,,25.0,,,64.0,89
" 493,235,964,974 ",50 - 59 years, ,,,,,40.0,,,,40
" 493,313,374,698 ",not specified,Female,,,51.0,,,,,,51
" 493,407,863,645 ",not specified,Male,,,,,,62.0,,,62
" 493,441,410,729 ",20 - 29 years,Male,,,,,56.0,,,,56
" 493,457,859,771 ",30 - 39 years,Female,46.0,,,,,,,,46
" 493,491,575,879 ",not specified,Female,,,49.0,,,,,,49
" 493,562,571,465 ",30 - 39 years,Male,,,,,60.0,,,,60
" 493,688,093,554 ",not specified,Female,56.0,,,,,,,,56
" 493,728,552,049 ",40 - 49 years,Female,30.0,,,,,,,,30
" 493,736,068,422 ",20 - 29 years,Female,,,,,48.0,,,,48
" 493,824,669,373 ",30 - 39 years,Female,66.0,,,,,,,,66
" 493,843,760,788 ",not specified,Female,90.0,,,,,,,,90
" 493,901,774,487 ",not specified,Female,32.0,,,,,,,,32
" 494,011,521,553 ",not specified,Male,,,,,,61.0,,,61
" 494,072,196,918 ",20 - 29 years,Female,94.0,,,,,,,,94
" 494,126,337,281 ",not specified,Male,,,,,,,20.0,,20
" 494,149,170,725 ",50 - 59 years,Female,,,,25.0,,,,,25
" 494,255,205,421 ",20 - 29 years,Female,97.0,,,,,,,,97
" 494,326,125,986 ",20 - 29 years,Female,36.0,,,,,,,,36
" 494,339,541,161 ",not specified, ,,,,,52.0,,,,52
" 494,353,558,810 ",20 - 29 years,Female,80.0,,,,,,,,80
" 494,392,718,949 ",40 - 49 years,Male,78.0,,,,,,,,78
" 494,409,528,307 ",not specified,Male,67.0,,,,,,,,67
" 494,425,394,580 ",40 - 49 years,Female,27.0,,,,55.0,75.0,41.0,,197
" 494,452,317,871 ",50 - 59 years,Female,,,,,,,28.0,,28
" 494,500,839,751 ",not specified,Female,28.0,,,,,,,,28
" 494,559,874,768 ",not specified,Female,,,33.0,,,,,,33
" 494,690,834,400 ",40 - 49 years,Female,18.0,,,,,,,,18
" 494,707,709,630 ",50 - 59 years,Male,,100.0,,,,,,,100
" 494,710,836,358 ",not specified,Female,62.0,,69.0,,,,,,130
" 494,745,391,709 ",30 - 39 years,Female,,,,,,7.0,,,7
" 494,797,505,743 ",not specified,Female,80.0,,,,,,,,80
" 494,821,777,323 ",20 - 29 years,Female,,,28.0,20.0,50.0,,,,97
" 494,859,291,657 ",not specified,Female,35.0,,,,,,,,35
" 494,948,409,285 ",50 - 59 years,Male,,,,,,38.0,,,38
" 494,958,833,078 ",40 - 49 years,Female,60.0,92.0,,,,,,,152
" 494,961,499,773 ",not specified,Female,,,,26.0,,,,,26
" 494,964,684,272 ",50 - 59 years,Female,38.0,,,28.0,,,,,66
" 495,008,348,908 ",not specified,Male,32.0,,,,,,,,32
" 495,041,009,614 ",not specified,Female,59.0,,,,,,,,59
" 495,146,675,686 ",not specified,Female,41.0,,,,,,,,41
" 495,301,110,981 ",not specified,Female,,,,,23.0,56.0,,,79
" 495,357,241,589 ",not specified,Female,,,,31.0,,,,,31
" 495,398,816,695 ",20 - 29 years,Female,67.0,,,,,,24.0,,91
" 495,457,240,874 ",30 - 39 years,Female,,55.0,,,,,,,55
" 495,495,995,536 ",20 - 29 years,Male,,,,,42.0,,,,42
" 495,603,299,097 ",20 - 29 years,Female,,,,65.0,,,,,65
" 495,742,459,697 ",not specified,Female,,,,,68.0,,,,68
" 495,763,995,039 ",30 - 39 years, ,,,,,,,,22.0,22
" 495,853,911,599 ",not specified,Female,,40.0,,,,,,,40
" 495,902,046,031 ",30 - 39 years,Female,,67.0,60.0,,,,,,128
" 495,923,157,556 ",not specified, ,,,11.0,,,,,,11
" 496,059,563,876 ",50 - 59 years,Female,,,,,56.0,,,,56
" 496,085,812,407 ",50 - 59 years,Female,20.0,,,,,,,,20
" 496,116,665,809 ",20 - 29 years,Female,61.0,,,,,,,,61
" 496,185,332,114 ",not specified,Female,,,,,52.0,,,,52
" 496,195,092,346 ",not specified,Male,70.0,,10.0,,,,,,80
" 496,255,992,089 ",40 - 49 years,Female,,,,,,12.0,,,12
" 496,324,347,050 ",not specified,Female,,,,,20.0,,,,20
" 496,371,107,318 ",not specified,Female,40.0,,,,,,,,40
" 496,402,246,256 ",not specified,Female,,,,,,40.0,,,40
" 496,404,343,268 ",20 - 29 years,Female,24.0,,,,,,,,24
" 496,407,940,793 ",20 - 29 years,Female,35.0,,,14.0,,,,,49
" 496,420,798,528 ",not specified,Male,28.0,,,,,,,,28
" 496,445,306,407 ",not specified,Male,,,20.0,,,,,,20
" 496,494,307,587 ",20 - 29 years,Female,54.0,,,,,,,,54
" 496,506,524,669 ",not specified,Female,18.0,,,,,,,,18
" 496,535,368,814 ",40 - 49 years,Female,23.0,,,,36.0,,,,59
" 496,548,185,532 ",not specified,Female,80.0,,,,,,,,80
" 496,557,861,017 ",not specified,Female,36.0,,,,47.0,,,11.0,94
" 496,636,847,430 ",30 - 39 years,Female,35.0,,,16.0,,,20.0,,71
" 496,701,396,783 ",not specified,Female,70.0,,,,,,,,70
" 496,732,927,825 ",30 - 39 years,Male,61.0,,15.0,,,,,,76
" 496,785,267,153 ",not specified,Female,,,,60.0,,,,,60
" 496,805,223,096 ",not specified,Female,49.0,,,,50.0,,,,99
" 496,820,170,079 ",not specified,Female,,,,14.0,24.0,,,,38
" 496,841,736,725 ",50 - 59 years,Female,40.0,,,,,,,,40
" 496,871,059,710 ",not specified,Female,,,,,30.0,,,,30
" 496,912,940,042 ",50 - 59 years,Female,33.0,,,,,,,,33
" 496,940,493,513 ",not specified,Male,,,,15.0,,,,,15
" 497,039,078,590 ",30 - 39 years,Male,,,,,24.0,,,,24
" 497,053,396,253 ",not specified,Female,94.0,,,,,,,,94
" 497,113,479,821 ",20 - 29 years,Female,,,,,80.0,,,,80
" 497,224,442,343 ",not specified,Female,60.0,,,30.0,,,,,90
" 497,315,268,745 ",50 - 59 years,Female,,,92.0,23.0,,,,,115
" 497,330,490,780 ",40 - 49 years,Female,,,,,52.0,,,,52
" 497,352,794,982 ",30 - 39 years,Male,,,,,80.0,,,,80
" 497,378,859,997 ",not specified,Female,16.0,,,,86.0,,,,103
" 497,395,870,534 ",less than 20 years,Female,,,,,,70.0,,,70
" 497,397,764,993 ",20 - 29 years,Female,44.0,,,,,,,,44
" 497,436,915,849 ",not specified, ,56.0,36.0,,,,,,,92
" 497,451,057,507 ",20 - 29 years,Female,,67.0,,,,34.0,,,101
" 497,458,130,084 ",not specified,Female,,,,,47.0,,,,47
" 497,476,218,078 ",30 - 39 years,Female,,,45.0,,,,,,45
" 497,498,612,691 ",not specified,Female,31.0,,,,,,,,31
" 497,548,435,887 ",30 - 39 years,Female,,,,12.0,,,,,12
" 497,584,170,439 ",not specified,Male,25.0,,,,,,,,25
" 497,682,147,435 ",20 - 29 years,Female,37.0,,,,,,,,37
" 497,690,633,345 ",20 - 29 years,Male,,,,,11.0,,,,11
" 497,735,430,113 ",not specified,Male,,61.0,7.0,,,,,,68
" 497,761,564,498 ",not specified,Female,,,,69.0,,,,,69
" 497,851,420,481 ",not specified,Female,,,,,75.0,,,,75
" 497,883,747,618 ",40 - 49 years,Female,,40.0,,,20.0,,30.0,,90
" 497,943,334,367 ",50 - 59 years,Female,33.0,,,,,,,,33
" 497,956,098,217 ",not specified,Female,,,,,38.0,,,13.0,51
" 497,960,403,054 ",not specified,Female,96.0,,,,19.0,,,,115
" 498,102,720,540 ",20 - 29 years,Female,,38.0,,,,,,,38
" 498,128,970,588 ",less than 20 years,Female,,,,,,60.0,,,60
" 498,201,558,269 ",20 - 29 years,Female,78.0,,,,,,,,78
" 498,292,883,418 ",not specified,Male,78.0,,,14.0,,,,32.0,125
" 498,481,866,257 ",not specified,Female,,,,26.0,,,,,26
" 498,579,444,491 ",not specified,Male,,,,,84.0,,,,84
" 498,587,780,411 ",30 - 39 years,Female,55.0,,,,,,,,55
" 498,616,499,077 ",20 - 29 years,Female,49.0,,,,,,,,49
" 498,653,508,014 ",not specified,Female,,95.0,,,,60.0,,,155
" 498,655,266,259 ",40 - 49 years,Female,77.0,,,,,,,,77
" 498,779,460,136 ",30 - 39 years,Female,20.0,100.0,,,,,,,120
" 498,855,778,682 ",not specified,Female,70.0,,,,,,,,70
" 498,972,563,290 ",40 - 49 years,Male,,,,,70.0,,13.0,,84
" 499,007,350,604 ",not specified,Female,,,,,,,20.0,,20
" 499,024,718,536 ",20 - 29 years,Female,54.0,,,64.0,,,,,118
" 499,076,964,648 ",20 - 29 years,Male,,,20.0,,,,,,20
" 499,088,151,250 ",not specified,Female,,,64.0,,,,,,64
" 499,110,784,309 ",20 - 29 years,Male,44.0,,,,,,,,44
" 499,114,673,554 ",not specified,Female,40.0,,,,,,,,40
" 499,199,564,076 ",30 - 39 years,Female,45.0,,,,,,,,45
" 499,230,148,413 ",30 - 39 years,Female,,41.0,,,,,,,41
" 499,326,973,246 ",30 - 39 years,Female,94.0,,,,,,,,94
" 499,333,140,309 ",less than 20 years,Male,35.0,,,,,,,,35
" 499,354,603,793 ",40 - 49 years,Female,,75.0,,,,,,,75
" 499,377,489,557 ",not specified,Female,,,,,,,20.0,,20
" 499,472,915,066 ",20 - 29 years,Female,,,,,40.0,,,,40
" 499,505,648,723 ",not specified, ,21.0,,,,,,,,21
" 499,570,732,960 ",20 - 29 years,Female,,,,,61.0,,,,61
" 499,579,929,863 ",20 - 29 years,Male,20.0,80.0,,40.0,,,,,140
" 499,600,345,446 ",not specified,Female,,,56.0,14.0,,,,,70
" 499,609,961,539 ",not specified,Male,58.0,,,,,,,,58
" 499,614,867,455 ",not specified,Male,,,24.0,,,,,,24
" 499,641,709,603 ",20 - 29 years,Female,,,,,69.0,,,,69
" 499,647,168,359 ",not specified,Male,48.0,,,,,,,,48
" 499,786,525,797 ",not specified,Female,65.0,,,,,,,,65
" 500,031,109,408 ",not specified,Male,,,,,,,35.0,,35
" 500,080,217,458 ",30 - 39 years,Female,52.0,,,,,,,,52
" 500,112,711,309 ",not specified,Male,,63.0,,,62.0,,,,125
" 500,243,281,385 ",30 - 39 years,Female,,,31.0,,,,,,31
" 500,247,952,544 ",not specified,Male,,,,10.0,,,,,10
" 500,277,366,535 ",not specified,Female,,,,59.0,,,,,59
" 500,374,788,635 ",not specified,Female,40.0,,,21.0,40.0,,,,101
" 500,503,438,719 ",40 - 49 years,Female,,45.0,,,,,,,45
" 500,637,304,944 ",not specified,Male,46.0,,,,,,,,46
" 500,648,342,700 ",not specified,Female,,,18.0,,,,,,18
" 500,666,740,621 ",not specified,Female,,,,,,61.0,,,61
" 500,669,008,275 ",30 - 39 years,Male,,,,,,96.0,,,96
" 500,671,716,534 ",not specified,Female,,,8.0,48.0,,,,,56
" 500,711,321,830 ",20 - 29 years,Female,,,,,,,22.0,,22
" 500,861,653,044 ",not specified,Female,14.0,,,,,,,,14
" 500,862,417,664 ",30 - 39 years,Female,13.0,,,,,,,,13
" 500,888,924,141 ",not specified,Male,21.0,,54.0,,,,,,76
" 500,945,800,415 ",not specified,Male,76.0,,,,,,,,76
" 501,012,717,778 ",30 - 39 years,Female,75.0,68.0,,,,,,,143
" 501,036,603,438 ",not specified,Female,,36.0,,,,,,,36
" 501,076,206,826 ",40 - 49 years,Female,16.0,,,,,,,,16
" 501,080,341,466 ",50 - 59 years, ,,,14.0,,,,,,14
" 501,103,407,634 ",not specified,Female,,,,,45.0,,30.0,,75
" 501,227,753,472 ",not specified,Female,,,,,5.0,80.0,29.0,,114
" 501,287,816,207 ",not specified,Female,18.0,,81.0,,,,,,99
" 501,429,917,645 ",not specified,Female,100.0,,,,,,,,100
" 501,441,189,556 ",40 - 49 years, ,,,,,,,,24.0,24
" 501,536,604,950 ",50 - 59 years,Female,26.0,,,,,,,,26
" 501,540,604,495 ",30 - 39 years,Female,,,,,,,25.0,32.0,57
" 501,602,114,788 ",20 - 29 years,Female,14.0,,,,,,,,14
" 501,623,151,344 ",not specified,Male,,76.0,,,,,,,76
" 501,646,876,260 ",not specified,Female,,,,82.0,,,,,82
" 501,668,126,377 ",not specified,Male,,,,,,94.0,,,94
" 501,675,555,896 ",40 - 49 years,Female,,,10.0,,,,,,10
" 501,721,389,243 ",not specified,Female,70.0,,,,,,30.0,,100
" 501,747,734,984 ",not specified,Male,45.0,,,,,,,,45
" 501,811,853,813 ",30 - 39 years,Female,,,,,,90.0,,,90
" 502,014,747,994 ",not specified,Male,,,,,,66.0,,,66
" 502,020,526,432 ",not specified,Female,84.0,40.0,,,36.0,,,,160
" 502,036,845,083 ",60 years,Female,,,,,,28.0,,,28
" 502,044,256,459 ",30 - 39 years,Female,,,,,64.0,,,,64
" 502,078,416,484 ",not specified,Female,,72.0,,,,,,,72
" 502,085,772,655 ",50 - 59 years,Female,,,,,90.0,,,,90
" 502,107,785,323 ",not specified, ,12.0,,,,80.0,,,,92
" 502,111,277,240 ",not specified,Male,,38.0,,,,,,,38
" 502,156,513,693 ",30 - 39 years,Female,77.0,,,,,,,,77
" 502,283,191,207 ",not specified,Male,,40.0,,,,,,,40
" 502,298,295,122 ",20 - 29 years,Female,,,,,37.0,,,,37
" 502,341,643,803 ",not specified,Female,,,,,,,,42.0,42
" 502,345,456,508 ",50 - 59 years,Female,48.0,80.0,,,,,,,128
" 502,394,361,067 ",not specified,Female,,,,,13.0,,,,13
" 502,415,090,179 ",50 - 59 years, ,,,,,25.0,,,,25
" 502,416,386,380 ",not specified,Male,,,,16.0,,,,,16
" 502,613,329,354 ",not specified,Female,,33.0,,,,,,,33
" 502,640,550,096 ",50 - 59 years,Female,,,,73.0,,,,70.0,143
" 502,700,122,703 ",30 - 39 years,Female,72.0,40.0,,,,,,,112
" 502,750,278,218 ",not specified,Female,,,26.0,,,,,,26
" 502,949,873,744 ",40 - 49 years,Female,,,,42.0,,,,,42
" 503,089,531,803 ",not specified, ,,,50.0,,,,40.0,,90
" 503,106,953,893 ",60 years,Female,,,,,,60.0,,,60
" 503,108,657,398 ",50 - 59 years,Female,40.0,,,,,,,,40
" 503,113,677,114 ",50 - 59 years,Female,20.0,,,19.0,,,,,39
" 503,227,262,436 ",50 - 59 years,Female,53.0,,,,,,,,53
" 503,329,377,014 ",not specified, ,,,,,,54.0,,,54
" 503,377,895,764 ",50 - 59 years,Female,94.0,,,,,,,,94
" 503,391,760,767 ",not specified,Male,,52.0,,,,,,,52
" 503,423,199,860 ",not specified,Male,,58.0,,,,,,,58
" 503,436,523,556 ",not specified, ,27.0,,,,,,,,27
" 503,506,819,625 ",40 - 49 years,Female,,56.0,,,,,,,56
" 503,536,264,763 ",not specified, ,,,,51.0,,,,,51
" 503,567,107,093 ",not specified, ,94.0,27.0,,22.0,,,,,144
" 503,575,664,013 ",not specified,Male,,48.0,,,,,,,48
" 503,773,264,871 ",20 - 29 years,Female,,,,,,85.0,,,85
" 503,826,384,924 ",40 - 49 years,Female,93.0,,,,,,,,93
" 503,897,306,165 ",20 - 29 years,Female,,,,,,,,32.0,32
" 503,910,235,391 ",not specified,Male,,,,,64.0,,,,64
" 503,945,192,989 ",not specified,Female,66.0,,,,,,,,66
" 504,012,681,310 ",not specified,Male,76.0,,,,,,,,76
" 504,013,992,934 ",40 - 49 years,Female,9.0,,,,,,,,9
" 504,062,911,682 ",not specified,Female,89.0,50.0,,,,,,,139
" 504,067,813,720 ",not specified,Female,,,,,,49.0,,,49
" 504,087,145,963 ",not specified,Male,,20.0,,,,,,,20
" 504,118,835,772 ",30 - 39 years,Female,64.0,,,,,,,,64
" 504,175,508,017 ",not specified,Female,48.0,,,,,47.0,,,95
" 504,181,790,567 ",30 - 39 years,Female,70.0,,,,,,,,70
" 504,186,901,073 ",not specified,Female,,100.0,,,,,,,100
" 504,207,583,114 ",not specified,Male,90.0,,,,,,,,90
" 504,220,357,698 ",not specified,Female,,68.0,,,,,,,68
" 504,260,808,864 ",not specified,Female,98.0,,,,,,,,98
" 504,269,481,413 ",50 - 59 years,Male,,80.0,,,,,,,80
" 504,299,153,353 ",not specified,Female,90.0,,,,,,,,90
" 504,375,757,448 ",not specified,Female,30.0,,,,,,,,30
" 504,381,934,727 ",not specified,Female,46.0,,,,,,,,46
" 504,391,588,824 ",not specified,Female,,,,,92.0,,,,92
" 504,497,116,169 ",50 - 59 years,Female,50.0,,,,,,,,50
" 504,532,794,202 ",30 - 39 years,Female,,,25.0,,,,,,25
" 504,553,336,146 ",40 - 49 years,Female,25.0,,,,,,,,25
" 504,573,425,269 ",not specified,Female,77.0,,,,,,,,77
" 504,720,605,950 ",40 - 49 years,Female,,,,,,65.0,,,65
" 504,897,049,633 ",not specified,Female,,,,,99.0,62.0,,60.0,221
" 504,957,125,139 ",20 - 29 years,Female,,76.0,,,,,,,76
" 504,998,435,892 ",30 - 39 years,Female,36.0,,,,,,,,36
" 505,012,579,330 ",30 - 39 years,Male,42.0,,,,,,,,42
" 505,142,924,304 ",20 - 29 years,Female,,,,,27.0,,,,27
" 505,177,219,476 ",20 - 29 years,Female,7.0,,,,,,,,7
" 505,196,676,438 ",40 - 49 years,Female,,,,100.0,,,,,100
" 505,205,978,946 ",not specified,Male,,,,,30.0,,,,30
" 505,260,914,937 ",20 - 29 years,Female,,20.0,,,,,,,20
" 505,306,904,466 ",not specified, ,,17.0,,,,,,,17
" 505,349,985,620 ",not specified,Female,30.0,,,,,,,,30
" 505,365,151,361 ",20 - 29 years,Female,34.0,,,24.0,,,,,58
" 505,466,759,779 ",not specified,Female,27.0,,,,,,,,27
" 505,504,743,835 ",not specified, ,50.0,,,,,,,,50
" 505,520,186,638 ",40 - 49 years,Female,73.0,,,,,,,,73
" 505,564,044,761 ",30 - 39 years,Male,,,,,78.0,99.0,,,176
" 505,588,175,962 ",50 - 59 years,Female,49.0,,,,,,,,49
" 505,593,236,364 ",20 - 29 years,Male,,,,,70.0,,,,70
" 505,639,613,355 ",20 - 29 years,Male,,,,,,,10.0,,10
" 505,647,036,305 ",not specified,Female,70.0,,,,,,,,70
" 505,661,327,804 ",not specified,Female,,,,45.0,,,,,45
" 505,668,110,570 ",30 - 39 years,Male,,,,,40.0,,,,40
" 505,735,182,958 ",not specified,Female,45.0,,10.0,,52.0,,,,107
" 505,847,949,362 ",20 - 29 years,Female,,,,,40.0,,,67.0,107
" 505,856,075,958 ",not specified,Female,65.0,,,,,,,,65
" 505,921,477,353 ",30 - 39 years,Female,,,,,80.0,,,,80
" 506,025,109,049 ",not specified,Male,45.0,,,,,50.0,,,96
" 506,103,340,514 ",not specified,Male,,,,,,70.0,,,70
" 506,112,791,743 ",50 - 59 years,Male,,,,,89.0,,,,89
" 506,118,383,956 ",not specified,Male,10.0,27.0,,,,,,,37
" 506,288,268,792 ",30 - 39 years, ,40.0,,,,,,,,40
" 506,317,787,082 ",less than 20 years, ,,,,70.0,,,,,70
" 506,400,253,692 ",50 - 59 years,Female,18.0,,,,,,,,18
" 506,416,783,766 ",20 - 29 years,Female,,,,,50.0,,,,50
" 506,426,901,008 ",40 - 49 years,Female,72.0,,,,,,,,72
" 506,497,100,355 ",not specified,Male,76.0,,,,,,,,76
" 506,530,900,132 ",40 - 49 years,Male,,,,,,,16.0,,16
" 506,557,825,775 ",50 - 59 years,Female,,88.0,,,,,,,88
" 506,561,128,121 ",30 - 39 years,Female,,72.0,,,,,,,72
" 506,587,631,384 ",not specified,Female,,,,,72.0,,,,72
" 506,691,117,459 ",not specified,Female,,,15.0,,,,,,15
" 506,715,286,577 ",not specified,Female,,,,21.0,,,,,21
" 506,732,628,097 ",not specified,Female,70.0,,,,,,,,70
" 506,819,212,131 ",40 - 49 years,Female,43.0,87.0,,,,,,,129
" 506,826,879,544 ",not specified,Female,63.0,,,,,,,,63
" 506,846,498,455 ",20 - 29 years, ,,,,,50.0,,,,50
" 507,004,678,709 ",not specified, ,,,,,,,51.0,,51
" 507,020,184,463 ",20 - 29 years,Female,,,,,58.0,,,,58
" 507,118,021,987 ",30 - 39 years,Female,100.0,,,,,,,,100
" 507,125,671,117 ",not specified,Male,,,,,28.0,,,,28
" 507,169,589,034 ",not specified,Female,,,,,76.0,,,,76
" 507,254,172,893 ",50 - 59 years,Female,,,,,60.0,,,,60
" 507,291,415,964 ",not specified,Male,,,,,97.0,,,,97
" 507,338,902,096 ",20 - 29 years,Male,30.0,,,,,,,,30
" 507,344,685,746 ",60 years,Male,,,,,53.0,,,,53
" 507,415,315,740 ",40 - 49 years,Female,,,,,70.0,,,,70
" 507,428,506,833 ",30 - 39 years,Female,,,,,,,30.0,,30
" 507,437,236,855 ",not specified,Male,,,,,85.0,,,,85
" 507,546,221,321 ",not specified, ,15.0,,,,,,,,15
" 507,550,565,934 ",not specified,Female,,,,,,,13.0,,13
" 507,626,043,537 ",30 - 39 years,Female,,100.0,,,,,,,100
" 507,645,758,171 ",20 - 29 years,Female,,86.0,,,,,,,86
" 507,650,968,589 ",not specified,Female,,,,,,,,24.0,24
" 507,656,692,987 ",not specified, ,37.0,,,,,,,,37
" 507,689,647,069 ",not specified,Female,,,,,,,70.0,,70
" 507,719,927,394 ",not specified,Male,,,,,25.0,,,,25
" 507,770,892,836 ",not specified,Female,,,,,72.0,,30.0,,102
" 507,805,310,740 ",not specified,Male,,,,,,17.0,,,17
" 507,844,639,674 ",not specified,Female,,,30.0,,,,,,30
" 507,856,141,288 ",not specified,Female,,,,,92.0,,,,92
" 507,919,621,543 ",40 - 49 years,Female,,,,,,64.0,,,64
" 508,237,060,036 ",50 - 59 years,Female,85.0,13.0,,,,,,,98
" 508,305,164,819 ",less than 20 years,Male,,,,,38.0,,,,38
" 508,321,620,937 ",50 - 59 years,Female,22.0,,,,,,,,22
" 508,401,597,347 ",20 - 29 years,Female,,,,,97.0,,,,97
" 508,419,362,038 ",50 - 59 years,Female,,,,,80.0,,,,80
" 508,434,318,424 ",not specified,Male,,,38.0,,,,,,38
" 508,458,589,449 ",30 - 39 years,Male,,,30.0,,,,,,30
" 508,525,602,906 ",40 - 49 years,Female,,,,,,68.0,,,68
" 508,546,653,959 ",30 - 39 years,Male,29.0,,,,,,,,29
" 508,634,484,005 ",30 - 39 years,Female,51.0,,,,,,,,51
" 508,663,292,430 ",not specified,Female,,,,,46.0,,,,46
" 508,830,296,619 ",not specified,Male,36.0,,,,,,,,36
" 508,841,450,385 ",not specified,Female,40.0,,,,,,,,40
" 508,850,447,709 ",50 - 59 years,Female,89.0,,11.0,,,,,,99
" 508,934,759,388 ",not specified,Female,24.0,,,,,,13.0,,36
" 508,946,145,165 ",not specified, ,,,,,,84.0,,,84
" 508,971,162,523 ",30 - 39 years,Male,90.0,,,,,,,,90
" 509,012,661,424 ",30 - 39 years,Female,,,,,19.0,92.0,,,111
" 509,057,835,800 ",less than 20 years,Female,,,,,35.0,,,,35
" 509,062,580,374 ",not specified,Female,,18.0,,,,,,,18
" 509,076,240,464 ",not specified,Male,30.0,,,,,,,,30
" 509,115,890,007 ",not specified,Female,60.0,,,,,,,,60
" 509,152,995,436 ",40 - 49 years,Female,,,,,64.0,,,,64
" 509,164,597,074 ",not specified,Female,,23.0,,,,,,,23
" 509,166,665,880 ",not specified,Female,,,,,,,28.0,,28
" 509,359,678,864 ",not specified,Female,24.0,,,,,,,,24
" 509,397,308,749 ",30 - 39 years,Female,25.0,,,,,,,,25
" 509,397,822,724 ",not specified,Male,38.0,,,,,,,,38
" 509,403,242,194 ",20 - 29 years,Female,,,,12.0,,,,,12
" 509,469,418,075 ",20 - 29 years,Female,50.0,,,,,,,,50
